t,x,y,yaw
17.200000,7.641003,-10.577690,-2.135073
17.233333,7.692030,-10.616632,-2.092591
17.266667,7.746401,-10.654366,-2.051355
17.300000,7.795000,-10.686511,-2.011765
17.333333,7.835616,-10.712829,-1.972833
17.366667,7.852917,-10.728323,-1.934420
17.400000,7.851848,-10.736752,-1.896704
17.433333,7.843426,-10.742944,-1.858383
17.466667,7.841062,-10.750936,-1.818377
17.500000,7.842934,-10.759838,-1.778155
17.533333,7.841219,-10.767993,-1.739833
17.566667,7.829904,-10.774892,-1.702742
17.600000,7.810886,-10.781474,-1.664180
17.633333,7.794131,-10.788934,-1.623192
17.666667,7.785695,-10.797165,-1.582122
17.700000,7.795596,-10.805208,-1.541844
17.733333,7.831752,-10.811064,-1.502030
17.766667,7.880051,-10.814257,-1.463905
17.800000,7.928451,-10.815710,-1.427955
17.833333,7.978842,-10.815073,-1.392151
17.866667,8.033069,-10.811707,-1.354915
17.900000,8.092925,-10.804756,-1.316551
17.933333,8.150565,-10.796122,-1.278748
17.966667,8.204077,-10.786681,-1.242302
18.000000,8.251627,-10.777497,-1.207182
18.033333,8.285939,-10.772120,-1.173180
18.066667,8.303702,-10.773119,-1.139801
18.100000,8.312546,-10.777999,-1.105636
18.133333,8.325056,-10.780644,-1.069816
18.166667,8.342813,-10.779780,-1.034664
18.200000,8.355493,-10.781555,-1.001598
18.233333,8.359984,-10.788574,-0.969922
18.266667,8.359862,-10.799002,-0.936828
18.300000,8.360093,-10.809439,-0.901337
18.333333,8.366786,-10.814677,-0.864891
18.366667,8.388396,-10.806137,-0.827917
18.400000,8.428142,-10.778503,-0.790362
18.433333,8.473680,-10.742117,-0.753298
18.466667,8.517874,-10.704100,-0.717046
18.500000,8.560652,-10.664499,-0.680598
18.533333,8.600705,-10.624925,-0.642961
18.566667,8.640330,-10.582194,-0.604324
18.600000,8.678292,-10.537975,-0.566033
18.633333,8.712581,-10.495827,-0.529060
18.666667,8.743456,-10.455997,-0.493413
18.700000,8.768504,-10.424077,-0.458610
18.733333,8.785861,-10.405896,-0.424527
18.766667,8.797256,-10.400079,-0.389870
18.800000,8.808421,-10.393863,-0.352978
18.833333,8.821217,-10.381538,-0.316318
18.866667,8.831363,-10.376446,-0.281973
18.900000,8.839367,-10.378765,-0.249571
18.933333,8.845727,-10.388637,-0.216172
18.966667,8.852429,-10.398294,-0.180589
19.000000,8.860914,-10.397811,-0.144303
19.033333,8.871528,-10.377137,-0.107792
19.066667,8.883058,-10.332149,-0.070598
19.100000,8.893345,-10.274770,-0.034059
19.133333,8.901588,-10.217054,0.001490
19.166667,8.907870,-10.161079,0.036630
19.200000,8.912286,-10.106916,0.072506
19.233333,8.914499,-10.050645,0.109107
19.266667,8.914402,-9.992346,0.145004
19.300000,8.912351,-9.934064,0.178494
19.333333,8.908921,-9.877805,0.209208
19.366667,8.904830,-9.825536,0.237677
19.400000,8.902468,-9.784966,0.264580
19.433333,8.900743,-9.750220,0.291418
19.466667,8.896163,-9.709850,0.319467
19.500000,8.888480,-9.663957,0.345863
19.533333,8.883325,-9.627559,0.369316
19.566667,8.882721,-9.604207,0.390528
